Date,Start (ET),Visitor Team,Visitor PTS,Home Team,Home PTS,Box Score URL,Attendance,LOG,Arena
"Sun, Feb 5, 2023",7:00p,Denver Nuggets,98,Minnesota Timberwolves,128,https://www.basketball-reference.com/boxscores/202302050MIN.html,"17,136",2:13,Target Center
"Sun, Feb 5, 2023",7:00p,Sacramento Kings,104,New Orleans Pelicans,136,https://www.basketball-reference.com/boxscores/202302050NOP.html,"17,779",2:12,Smoothie King Center
"Mon, Feb 6, 2023",7:00p,Boston Celtics,111,Detroit Pistons,99,https://www.basketball-reference.com/boxscores/202302060DET.html,"17,933",2:03,Little Caesars Arena
"Mon, Feb 6, 2023",7:00p,Cleveland Cavaliers,114,Washington Wizards,91,https://www.basketball-reference.com/boxscores/202302060WAS.html,"16,744",1:58,Capital One Arena
"Mon, Feb 6, 2023",7:30p,Los Angeles Clippers,124,Brooklyn Nets,116,https://www.basketball-reference.com/boxscores/202302060BRK.html,"16,981",2:15,Barclays Center
"Mon, Feb 6, 2023",8:00p,San Antonio Spurs,104,Chicago Bulls,128,https://www.basketball-reference.com/boxscores/202302060CHI.html,"19,291",2:04,United Center
"Mon, Feb 6, 2023",8:00p,Sacramento Kings,140,Houston Rockets,120,https://www.basketball-reference.com/boxscores/202302060HOU.html,"15,405",2:04,Toyota Center
"Mon, Feb 6, 2023",9:00p,Dallas Mavericks,124,Utah Jazz,111,https://www.basketball-reference.com/boxscores/202302060UTA.html,"18,206",2:16,Vivint Arena
"Mon, Feb 6, 2023",10:00p,Oklahoma City Thunder,114,Golden State Warriors,141,https://www.basketball-reference.com/boxscores/202302060GSW.html,"18,064",1:55,Chase Center
"Mon, Feb 6, 2023",10:00p,Milwaukee Bucks,127,Portland Trail Blazers,108,https://www.basketball-reference.com/boxscores/202302060POR.html,"18,110",2:16,Moda Center
"Tue, Feb 7, 2023",7:00p,New York Knicks,102,Orlando Magic,98,https://www.basketball-reference.com/boxscores/202302070ORL.html,"19,438",2:13,Amway Center
"Tue, Feb 7, 2023",7:30p,Phoenix Suns,116,Brooklyn Nets,112,https://www.basketball-reference.com/boxscores/202302070BRK.html,"17,093",2:28,Barclays Center
"Tue, Feb 7, 2023",7:30p,Atlanta Hawks,107,New Orleans Pelicans,116,https://www.basketball-reference.com/boxscores/202302070NOP.html,"16,669",2:13,Smoothie King Center
"Tue, Feb 7, 2023",8:00p,Chicago Bulls,89,Memphis Grizzlies,104,https://www.basketball-reference.com/boxscores/202302070MEM.html,"17,012",2:11,FedEx Forum
"Tue, Feb 7, 2023",9:00p,Minnesota Timberwolves,112,Denver Nuggets,146,https://www.basketball-reference.com/boxscores/202302070DEN.html,"18,307",2:06,Ball Arena
"Tue, Feb 7, 2023",10:00p,Oklahoma City Thunder,133,Los Angeles Lakers,130,https://www.basketball-reference.com/boxscores/202302070LAL.html,"18,997",2:32,Crypto.com Arena
"Wed, Feb 8, 2023",7:00p,Detroit Pistons,85,Cleveland Cavaliers,113,https://www.basketball-reference.com/boxscores/202302080CLE.html,"19,432",2:04,Rocket Mortgage Fieldhouse
"Wed, Feb 8, 2023",7:00p,Charlotte Hornets,104,Washington Wizards,118,https://www.basketball-reference.com/boxscores/202302080WAS.html,"16,097",2:08,Capital One Arena
"Wed, Feb 8, 2023",7:30p,Philadelphia 76ers,99,Boston Celtics,106,https://www.basketball-reference.com/boxscores/202302080BOS.html,"19,156",2:13,TD Garden
"Wed, Feb 8, 2023",7:30p,Indiana Pacers,111,Miami Heat,116,https://www.basketball-reference.com/boxscores/202302080MIA.html,"19,600",2:29,Kaseya Center
"Wed, Feb 8, 2023",7:30p,San Antonio Spurs,98,Toronto Raptors,112,https://www.basketball-reference.com/boxscores/202302080TOR.html,"19,800",2:08,Scotiabank Arena
"Wed, Feb 8, 2023",8:00p,Sacramento Kings,130,Houston Rockets,128,https://www.basketball-reference.com/boxscores/202302080HOU.html,"15,881",2:28,Toyota Center
"Wed, Feb 8, 2023",9:00p,Minnesota Timberwolves,143,Utah Jazz,118,https://www.basketball-reference.com/boxscores/202302080UTA.html,"18,206",1:57,Vivint Arena
"Wed, Feb 8, 2023",10:00p,Dallas Mavericks,110,Los Angeles Clippers,104,https://www.basketball-reference.com/boxscores/202302080LAC.html,"18,377",2:10,Crypto.com Arena
"Wed, Feb 8, 2023",10:00p,Golden State Warriors,122,Portland Trail Blazers,125,https://www.basketball-reference.com/boxscores/202302080POR.html,"18,450",2:11,Moda Center
"Thu, Feb 9, 2023",7:00p,Denver Nuggets,104,Orlando Magic,115,https://www.basketball-reference.com/boxscores/202302090ORL.html,"18,846",2:05,Amway Center
"Thu, Feb 9, 2023",7:30p,Phoenix Suns,107,Atlanta Hawks,116,https://www.basketball-reference.com/boxscores/202302090ATL.html,"17,003",2:14,State Farm Arena
"Thu, Feb 9, 2023",7:30p,Chicago Bulls,105,Brooklyn Nets,116,https://www.basketball-reference.com/boxscores/202302090BRK.html,"16,938",2:15,Barclays Center
"Thu, Feb 9, 2023",10:00p,Milwaukee Bucks,115,Los Angeles Lakers,106,https://www.basketball-reference.com/boxscores/202302090LAL.html,"18,997",2:16,Crypto.com Arena
"Fri, Feb 10, 2023",7:00p,San Antonio Spurs,131,Detroit Pistons,138,https://www.basketball-reference.com/boxscores/202302100DET.html,"17,899",3:00,Little Caesars Arena
"Fri, Feb 10, 2023",7:00p,Phoenix Suns,117,Indiana Pacers,104,https://www.basketball-reference.com/boxscores/202302100IND.html,"16,522",2:12,Gainbridge Fieldhouse
"Fri, Feb 10, 2023",7:00p,New York Knicks,108,Philadelphia 76ers,119,https://www.basketball-reference.com/boxscores/202302100PHI.html,"21,057",2:08,Wells Fargo Center
"Fri, Feb 10, 2023",7:30p,Charlotte Hornets,116,Boston Celtics,127,https://www.basketball-reference.com/boxscores/202302100BOS.html,"19,156",2:12,TD Garden
"Fri, Feb 10, 2023",7:30p,Utah Jazz,122,Toronto Raptors,116,https://www.basketball-reference.com/boxscores/202302100TOR.html,"19,800",2:19,Scotiabank Arena
"Fri, Feb 10, 2023",8:00p,Minnesota Timberwolves,107,Memphis Grizzlies,128,https://www.basketball-reference.com/boxscores/202302100MEM.html,"17,794",2:06,FedEx Forum
"Fri, Feb 10, 2023",8:00p,Houston Rockets,95,Miami Heat,97,https://www.basketball-reference.com/boxscores/202302100MIA.html,"19,600",2:20,Kaseya Center
"Fri, Feb 10, 2023",10:00p,Cleveland Cavaliers,118,New Orleans Pelicans,107,https://www.basketball-reference.com/boxscores/202302100NOP.html,"16,398",2:20,Smoothie King Center
"Fri, Feb 10, 2023",10:00p,Oklahoma City Thunder,138,Portland Trail Blazers,129,https://www.basketball-reference.com/boxscores/202302100POR.html,"19,424",2:21,Moda Center
"Fri, Feb 10, 2023",10:00p,Dallas Mavericks,122,Sacramento Kings,114,https://www.basketball-reference.com/boxscores/202302100SAC.html,"18,111",2:12,Golden 1 Center
"Fri, Feb 10, 2023",10:30p,Milwaukee Bucks,119,Los Angeles Clippers,106,https://www.basketball-reference.com/boxscores/202302100LAC.html,"16,614",2:05,Crypto.com Arena
"Sat, Feb 11, 2023",6:00p,Philadelphia 76ers,101,Brooklyn Nets,98,https://www.basketball-reference.com/boxscores/202302110BRK.html,"17,732",2:15,Barclays Center
"Sat, Feb 11, 2023",7:00p,Denver Nuggets,119,Charlotte Hornets,105,https://www.basketball-reference.com/boxscores/202302110CHO.html,"19,256",2:07,Spectrum Center
"Sat, Feb 11, 2023",7:00p,Miami Heat,107,Orlando Magic,103,https://www.basketball-reference.com/boxscores/202302110ORL.html,"18,223",2:42,Amway Center
"Sat, Feb 11, 2023",7:00p,Indiana Pacers,113,Washington Wizards,127,https://www.basketball-reference.com/boxscores/202302110WAS.html,"18,387",2:07,Capital One Arena
"Sat, Feb 11, 2023",7:30p,San Antonio Spurs,106,Atlanta Hawks,125,https://www.basketball-reference.com/boxscores/202302110ATL.html,"17,875",2:04,State Farm Arena
"Sat, Feb 11, 2023",7:30p,Utah Jazz,120,New York Knicks,126,https://www.basketball-reference.com/boxscores/202302110NYK.html,"19,339",2:16,Madison Square Garden (IV)
"Sat, Feb 11, 2023",8:00p,Chicago Bulls,89,Cleveland Cavaliers,97,https://www.basketball-reference.com/boxscores/202302110CLE.html,"19,432",2:10,Rocket Mortgage Fieldhouse
"Sat, Feb 11, 2023",8:30p,Los Angeles Lakers,109,Golden State Warriors,103,https://www.basketball-reference.com/boxscores/202302110GSW.html,"18,064",2:26,Chase Center
"Sat, Feb 11, 2023",10:00p,Dallas Mavericks,128,Sacramento Kings,133,https://www.basketball-reference.com/boxscores/202302110SAC.html,"18,111",2:22,Golden 1 Center
"Sun, Feb 12, 2023",2:00p,Memphis Grizzlies,109,Boston Celtics,119,https://www.basketball-reference.com/boxscores/202302120BOS.html,"19,156",2:15,TD Garden
"Sun, Feb 12, 2023",3:00p,Detroit Pistons,118,Toronto Raptors,119,https://www.basketball-reference.com/boxscores/202302120TOR.html,"19,800",2:27,Scotiabank Arena
"Mon, Feb 13, 2023",7:00p,Atlanta Hawks,138,Charlotte Hornets,144,https://www.basketball-reference.com/boxscores/202302130CHO.html,"14,078",2:16,Spectrum Center
"Mon, Feb 13, 2023",7:00p,San Antonio Spurs,109,Cleveland Cavaliers,117,https://www.basketball-reference.com/boxscores/202302130CLE.html,"19,432",2:07,Rocket Mortgage Fieldhouse
"Mon, Feb 13, 2023",7:00p,Utah Jazz,123,Indiana Pacers,117,https://www.basketball-reference.com/boxscores/202302130IND.html,"15,004",2:17,Gainbridge Fieldhouse
"Mon, Feb 13, 2023",7:00p,Houston Rockets,104,Philadelphia 76ers,123,https://www.basketball-reference.com/boxscores/202302130PHI.html,"19,850",2:06,Wells Fargo Center
"Mon, Feb 13, 2023",7:30p,Denver Nuggets,112,Miami Heat,108,https://www.basketball-reference.com/boxscores/202302130MIA.html,"19,755",2:10,Kaseya Center
"Mon, Feb 13, 2023",7:30p,Brooklyn Nets,106,New York Knicks,124,https://www.basketball-reference.com/boxscores/202302130NYK.html,"19,812",2:19,Madison Square Garden (IV)
"Mon, Feb 13, 2023",8:00p,Orlando Magic,100,Chicago Bulls,91,https://www.basketball-reference.com/boxscores/202302130CHI.html,"20,767",2:09,United Center
"Mon, Feb 13, 2023",8:00p,New Orleans Pelicans,103,Oklahoma City Thunder,100,https://www.basketball-reference.com/boxscores/202302130OKC.html,"14,920",2:11,Paycom Center
"Mon, Feb 13, 2023",8:30p,Minnesota Timberwolves,124,Dallas Mavericks,121,https://www.basketball-reference.com/boxscores/202302130DAL.html,"20,325",2:18,American Airlines Center
"Mon, Feb 13, 2023",10:00p,Washington Wizards,126,Golden State Warriors,135,https://www.basketball-reference.com/boxscores/202302130GSW.html,"18,064",2:11,Chase Center
"Mon, Feb 13, 2023",10:00p,Los Angeles Lakers,115,Portland Trail Blazers,127,https://www.basketball-reference.com/boxscores/202302130POR.html,"18,299",2:01,Moda Center
"Tue, Feb 14, 2023",7:30p,Boston Celtics,125,Milwaukee Bucks,131,https://www.basketball-reference.com/boxscores/202302140MIL.html,"17,623",2:45,Fiserv Forum
"Tue, Feb 14, 2023",7:30p,Orlando Magic,113,Toronto Raptors,123,https://www.basketball-reference.com/boxscores/202302140TOR.html,"19,800",2:08,Scotiabank Arena
"Tue, Feb 14, 2023",9:00p,Sacramento Kings,109,Phoenix Suns,120,https://www.basketball-reference.com/boxscores/202302140PHO.html,"17,071",2:11,Footprint Center
"Tue, Feb 14, 2023",10:00p,Golden State Warriors,124,Los Angeles Clippers,134,https://www.basketball-reference.com/boxscores/202302140LAC.html,"16,741",2:19,Crypto.com Arena
"Tue, Feb 14, 2023",10:00p,Washington Wizards,126,Portland Trail Blazers,101,https://www.basketball-reference.com/boxscores/202302140POR.html,"18,004",,Moda Center
"Wed, Feb 15, 2023",7:00p,San Antonio Spurs,110,Charlotte Hornets,120,https://www.basketball-reference.com/boxscores/202302150CHO.html,"14,155",2:11,Spectrum Center
"Wed, Feb 15, 2023",7:00p,Chicago Bulls,113,Indiana Pacers,117,https://www.basketball-reference.com/boxscores/202302150IND.html,"15,599",2:21,Gainbridge Fieldhouse
"Wed, Feb 15, 2023",7:30p,New York Knicks,122,Atlanta Hawks,101,https://www.basketball-reference.com/boxscores/202302150ATL.html,"17,771",2:09,State Farm Arena
"Wed, Feb 15, 2023",7:30p,Detroit Pistons,109,Boston Celtics,127,https://www.basketball-reference.com/boxscores/202302150BOS.html,"19,156",2:00,TD Garden
"Wed, Feb 15, 2023",7:30p,Miami Heat,105,Brooklyn Nets,116,https://www.basketball-reference.com/boxscores/202302150BRK.html,"17,963",2:07,Barclays Center
"Wed, Feb 15, 2023",7:30p,Cleveland Cavaliers,112,Philadelphia 76ers,118,https://www.basketball-reference.com/boxscores/202302150PHI.html,"21,134",2:22,Wells Fargo Center
"Wed, Feb 15, 2023",8:00p,Utah Jazz,111,Memphis Grizzlies,117,https://www.basketball-reference.com/boxscores/202302150MEM.html,"16,748",2:13,FedEx Forum
"Wed, Feb 15, 2023",8:00p,Houston Rockets,96,Oklahoma City Thunder,133,https://www.basketball-reference.com/boxscores/202302150OKC.html,"14,988",2:25,Paycom Center
"Wed, Feb 15, 2023",9:00p,Dallas Mavericks,109,Denver Nuggets,118,https://www.basketball-reference.com/boxscores/202302150DEN.html,"19,627",2:03,Ball Arena
"Wed, Feb 15, 2023",10:00p,New Orleans Pelicans,102,Los Angeles Lakers,120,https://www.basketball-reference.com/boxscores/202302150LAL.html,"18,997",2:24,Crypto.com Arena
"Thu, Feb 16, 2023",7:30p,Milwaukee Bucks,112,Chicago Bulls,100,https://www.basketball-reference.com/boxscores/202302160CHI.html,"20,308",2:11,United Center
"Thu, Feb 16, 2023",8:00p,Washington Wizards,114,Minnesota Timberwolves,106,https://www.basketball-reference.com/boxscores/202302160MIN.html,"17,136",2:09,Target Center
"Thu, Feb 16, 2023",10:00p,Los Angeles Clippers,116,Phoenix Suns,107,https://www.basketball-reference.com/boxscores/202302160PHO.html,"17,071",2:18,Footprint Center
"Thu, Feb 23, 2023",7:00p,Denver Nuggets,115,Cleveland Cavaliers,109,https://www.basketball-reference.com/boxscores/202302230CLE.html,"19,432",2:09,Rocket Mortgage Fieldhouse
"Thu, Feb 23, 2023",7:00p,Boston Celtics,142,Indiana Pacers,138,https://www.basketball-reference.com/boxscores/202302230IND.html,"16,125",2:27,Gainbridge Fieldhouse
"Thu, Feb 23, 2023",7:00p,Detroit Pistons,106,Orlando Magic,108,https://www.basketball-reference.com/boxscores/202302230ORL.html,"18,846",2:20,Amway Center
"Thu, Feb 23, 2023",7:30p,Memphis Grizzlies,105,Philadelphia 76ers,110,https://www.basketball-reference.com/boxscores/202302230PHI.html,"21,205",2:42,Wells Fargo Center
"Thu, Feb 23, 2023",7:30p,New Orleans Pelicans,110,Toronto Raptors,115,https://www.basketball-reference.com/boxscores/202302230TOR.html,"19,800",2:09,Scotiabank Arena
"Thu, Feb 23, 2023",8:30p,San Antonio Spurs,116,Dallas Mavericks,142,https://www.basketball-reference.com/boxscores/202302230DAL.html,"20,287",,American Airlines Center
"Thu, Feb 23, 2023",9:00p,Oklahoma City Thunder,119,Utah Jazz,120,https://www.basketball-reference.com/boxscores/202302230UTA.html,"18,206",2:29,Vivint Arena
"Thu, Feb 23, 2023",10:00p,Golden State Warriors,111,Los Angeles Lakers,124,https://www.basketball-reference.com/boxscores/202302230LAL.html,"18,997",,Crypto.com Arena
"Thu, Feb 23, 2023",10:00p,Portland Trail Blazers,116,Sacramento Kings,133,https://www.basketball-reference.com/boxscores/202302230SAC.html,"18,041",2:06,Golden 1 Center
"Fri, Feb 24, 2023",7:00p,New York Knicks,115,Washington Wizards,109,https://www.basketball-reference.com/boxscores/202302240WAS.html,"20,476",2:14,Capital One Arena
"Fri, Feb 24, 2023",7:30p,Cleveland Cavaliers,119,Atlanta Hawks,136,https://www.basketball-reference.com/boxscores/202302240ATL.html,"18,065",2:15,State Farm Arena
"Fri, Feb 24, 2023",7:30p,Miami Heat,99,Milwaukee Bucks,128,https://www.basketball-reference.com/boxscores/202302240MIL.html,"17,676",2:10,Fiserv Forum
"Fri, Feb 24, 2023",8:00p,Brooklyn Nets,87,Chicago Bulls,131,https://www.basketball-reference.com/boxscores/202302240CHI.html,"21,286",2:06,United Center
"Fri, Feb 24, 2023",8:00p,Charlotte Hornets,121,Minnesota Timberwolves,113,https://www.basketball-reference.com/boxscores/202302240MIN.html,"17,136",2:14,Target Center
"Fri, Feb 24, 2023",10:00p,Houston Rockets,101,Golden State Warriors,116,https://www.basketball-reference.com/boxscores/202302240GSW.html,"18,064",2:07,Chase Center
"Fri, Feb 24, 2023",10:00p,Oklahoma City Thunder,115,Phoenix Suns,124,https://www.basketball-reference.com/boxscores/202302240PHO.html,"17,071",2:21,Footprint Center
"Fri, Feb 24, 2023",10:30p,Sacramento Kings,176,Los Angeles Clippers,175,https://www.basketball-reference.com/boxscores/202302240LAC.html,"19,068",2:48,Crypto.com Arena
"Sat, Feb 25, 2023",12:00p,Toronto Raptors,95,Detroit Pistons,91,https://www.basketball-reference.com/boxscores/202302250DET.html,"20,190",2:18,Little Caesars Arena
"Sat, Feb 25, 2023",7:00p,Miami Heat,103,Charlotte Hornets,108,https://www.basketball-reference.com/boxscores/202302250CHO.html,"19,109",2:19,Spectrum Center
"Sat, Feb 25, 2023",7:00p,Indiana Pacers,121,Orlando Magic,108,https://www.basketball-reference.com/boxscores/202302250ORL.html,"19,231",2:17,Amway Center
"Sat, Feb 25, 2023",7:30p,New Orleans Pelicans,106,New York Knicks,128,https://www.basketball-reference.com/boxscores/202302250NYK.html,"19,812",2:21,Madison Square Garden (IV)
"Sat, Feb 25, 2023",8:00p,Denver Nuggets,94,Memphis Grizzlies,112,https://www.basketball-reference.com/boxscores/202302250MEM.html,"18,302",1:58,FedEx Forum
"Sat, Feb 25, 2023",8:30p,Boston Celtics,110,Philadelphia 76ers,107,https://www.basketball-reference.com/boxscores/202302250PHI.html,"20,993",2:21,Wells Fargo Center
"Sat, Feb 25, 2023",9:00p,San Antonio Spurs,102,Utah Jazz,118,https://www.basketball-reference.com/boxscores/202302250UTA.html,"18,206",2:07,Vivint Arena
"Sun, Feb 26, 2023",1:00p,Phoenix Suns,101,Milwaukee Bucks,104,https://www.basketball-reference.com/boxscores/202302260MIL.html,"17,636",2:30,Fiserv Forum
"Sun, Feb 26, 2023",3:00p,Brooklyn Nets,127,Atlanta Hawks,129,https://www.basketball-reference.com/boxscores/202302260ATL.html,"16,983",2:20,State Farm Arena
"Sun, Feb 26, 2023",3:30p,Washington Wizards,82,Chicago Bulls,102,https://www.basketball-reference.com/boxscores/202302260CHI.html,"21,106",2:11,United Center
"Sun, Feb 26, 2023",3:30p,Los Angeles Lakers,111,Dallas Mavericks,108,https://www.basketball-reference.com/boxscores/202302260DAL.html,"20,411",2:29,American Airlines Center
"Sun, Feb 26, 2023",6:00p,Toronto Raptors,93,Cleveland Cavaliers,118,https://www.basketball-reference.com/boxscores/202302260CLE.html,"19,432",2:04,Rocket Mortgage Fieldhouse
"Sun, Feb 26, 2023",7:00p,Sacramento Kings,124,Oklahoma City Thunder,115,https://www.basketball-reference.com/boxscores/202302260OKC.html,"15,147",2:16,Paycom Center
"Sun, Feb 26, 2023",7:30p,Minnesota Timberwolves,104,Golden State Warriors,109,https://www.basketball-reference.com/boxscores/202302260GSW.html,"18,064",2:28,Chase Center
"Sun, Feb 26, 2023",9:00p,Houston Rockets,114,Portland Trail Blazers,131,https://www.basketball-reference.com/boxscores/202302260POR.html,"19,215",2:18,Moda Center
"Sun, Feb 26, 2023",10:00p,Los Angeles Clippers,124,Denver Nuggets,134,https://www.basketball-reference.com/boxscores/202302260DEN.html,"19,689",2:45,Ball Arena
"Mon, Feb 27, 2023",7:00p,Detroit Pistons,106,Charlotte Hornets,117,https://www.basketball-reference.com/boxscores/202302270CHO.html,"14,184",2:04,Spectrum Center
"Mon, Feb 27, 2023",7:00p,Miami Heat,101,Philadelphia 76ers,99,https://www.basketball-reference.com/boxscores/202302270PHI.html,"20,859",2:15,Wells Fargo Center
